timestamp,ch1,ch2,ch3,ch4,ch5,ch10
1773352281,7307519.859861197,24591585.900059737,24592977.868975453,140551.178419592,143209.890832074,24592978.030748148
1773352282,7307563.789221199,24591629.82636961,24593021.79531917,140595.109096021,143253.817790506,24593021.957057264
1773352283,7307607.718272238,24591673.752903555,24593065.721873738,140639.040668553,143297.744395643,24593065.883576687
1773352284,7307651.647260394,24591717.679628197,24593109.64862158,140682.968228865,143341.669571481,24593109.81028939
1773352285,7307695.578756832,24591761.606568035,24593153.5755627,140726.89820233,143385.596794883,24593153.73723051
1773352286,7307739.509034027,24591805.53371053,24593197.502723504,140770.825543803,143429.524868673,24593197.664364908
1773352287,7307783.440873629,24591849.461045124,24593241.430067472,140814.757987417,143473.453408292,24593241.59172055
1773352288,7307827.37052983,24591893.38860677,24593285.357622296,140858.688130293,143517.379772635,24593285.519275375
1773352289,7307871.301815179,24591937.316371176,24593329.28539298,140902.618632602,143561.307857231,24593329.447048903
1773352290,7307915.234918906,24591981.244346436,24593373.21336824,140946.546868137,143605.235579288,24593373.375024162
1773352291,7307959.163808252,24592025.17253255,24593417.141554356,140990.476301777,143649.161993605,24593417.303175133
1773352292,7308003.096142694,24592069.10089438,24593461.06988104,141034.407229085,143693.088818621,24593461.231554534
1773352293,7308047.027680627,24592113.029484633,24593504.998436127,141078.339816572,143737.016163888,24593505.1601476
1773352294,7308090.96224194,24592156.95828501,24593548.927200843,141122.274751344,143780.94620331,24593549.08894746
1773352295,7308134.893152707,24592200.88727816,24593592.856176417,141166.206985611,143824.874448681,24593593.017940607
1773352296,7308178.82579591,24592244.81647894,24593636.785362855,141210.137467491,143868.803085682,24593636.947126113
1773352297,7308222.75925145,24592288.745861888,24593680.714755137,141254.070451989,143912.73323961,24593680.876524337
1773352298,7308266.693678494,24592332.67547004,24593724.644379623,141298.003795667,143956.663901582,24593724.806129083
1773352299,7308310.627947844,24592376.605292752,24593768.574197404,141341.936872814,144000.595124266,24593768.735946864
1773352300,7308354.560986326,24592420.535320166,24593812.50420847,141385.871953041,144044.525146733,24593812.66598721
1773352301,7308398.496150601,24592464.465558443,24593856.43443804,141429.805489176,144088.456275702,24593856.596207917
1773352302,7308442.430055365,24592508.395990018,24593900.364863202,141473.738129547,144132.386780519,24593900.526639488
1773352303,7308486.365010457,24592552.32663246,24593944.29547691,141517.673427778,144176.318748902,24593944.457289964
1773352304,7308530.298912184,24592596.25750334,24593988.226351768,141561.606425985,144220.250043929,24593988.388152808
1773352305,7308574.233482731,24592640.1885884,24594032.157449875,141605.540127254,144264.178482347,24594032.319240164
1773352306,7308618.166666667,24592684.119897377,24594076.088776425,141649.476100098,144308.104675065,24594076.25053157
1773352307,7308662.101483408,24592728.051417224,24594120.020296272,141693.410179799,144352.036006748,24594120.182051416
1773352308,7308706.037968676,24592771.98313037,24594163.952008575,141737.345932838,144395.971794106,24594164.113784134
1773352309,7308749.971425057,24592815.915105615,24594207.883966543,141781.28124231,144439.903319334,24594208.045742102
1773352310,7308793.907881323,24592859.847274452,24594251.816152953,141825.219023516,144483.832984799,24594251.97791094
1773352311,7308837.8426445,24592903.779654168,24594295.74854582,141869.156117105,144527.764109502,24594295.91028908
1773352312,7308881.779704797,24592947.712274846,24594339.6811528,141913.091893222,144571.694463479,24594339.842896055
1773352313,7308925.715581015,24592991.645110272,24594383.613988224,141957.029522889,144615.626328829,24594383.77573148
1773352314,7308969.651241674,24593035.578139003,24594427.54702657,142000.963990721,144659.558211474,24594427.708790243
1773352315,7309013.587541525,24593079.511422746,24594471.480300155,142044.899794351,144703.490834315,24594471.642063826
1773352316,7309057.523281363,24593123.44490721,24594515.41378462,142088.839449541,144747.422143322,24594515.57554829
1773352317,7309101.460973338,24593167.378637705,24594559.34749754,142132.775445997,144791.354694695,24594559.509261213
1773352318,7309145.397781996,24593211.312567,24594603.28142134,142176.713416992,144835.28972209,24594603.443192802
1773352319,7309189.33622735,24593255.246700525,24594647.21553845,142220.650760172,144879.221872693,24594647.37735484
1773352320,7309233.273888821,24593299.181080084,24594691.1498515,142264.587523948,144923.155084254,24594691.31172346
1773352321,7309277.210117415,24593343.115652952,24594735.084406797,142308.524397103,144967.088361955,24594735.246278755
1773352322,7309321.149260027,24593387.050455168,24594779.019190554,142352.46331259,145011.025360281,24594779.181080084
1773352323,7309365.08659051,24593430.98546624,24594822.954184387,142396.403346574,145054.961481013,24594823.1160923
1773352324,7309409.024272357,24593474.920685414,24594866.88938683,142440.342590477,145098.896949784,24594867.051298723
1773352325,7309452.962440902,24593518.8560859,24594910.824786477,142484.284519123,145142.833254257,24594910.986714
1773352326,7309496.901901515,24593562.79172598,24594954.760408428,142528.223732091,145186.767381371,24594954.9223388
1773352327,7309540.839709681,24593606.727561906,24594998.696261927,142572.162747786,145230.702897405,24594998.8581923
1773352328,7309584.77884193,24593650.663620386,24595042.632308748,142616.101601083,145274.636403578,24595042.79423912
1773352329,7309628.71688992,24593694.599866435,24595086.568558875,142660.040969488,145318.570393939,24595086.730492093
1773352330,7309672.65634392,24593738.536309317,24595130.50497364,142703.981688136,145362.503374697,24595130.666942004
1773352331,7309716.596703335,24593782.47295255,24595174.44161687,142747.921784371,145406.440255883,24595174.603567664
1773352332,7309760.536347502,24593826.409824252,24595218.37850615,142791.861696893,145450.375230631,24595218.540439367
1773352333,7309804.476172067,24593870.34688928,24595262.315606326,142835.801936697,145494.311218929,24595262.477504395
1773352334,7309848.41647187,24593914.284170195,24595306.25290427,142879.74119839,145538.251577745,24595306.414787605
1773352335,7309892.356988454,24593958.221642237,24595350.19038999,142923.679808064,145582.187833943,24595350.35225575
1773352336,7309936.298629174,24594002.159317385,24595394.12805146,142967.621139412,145626.126396992,24595394.289922316
1773352337,7309980.239404433,24594046.09720904,24595438.06590741,143011.563235165,145670.062353913,24595438.227828745
1773352338,7310024.181118279,24594090.035326373,24595482.003989525,143055.504332542,145714.000228491,24595482.165946078
1773352339,7310068.122160889,24594133.973654147,24595525.94228268,143099.448258287,145757.942705496,24595526.10425674
1773352340,7310112.064423702,24594177.91217463,24595569.880804244,143143.389720875,145801.882620692,24595570.042778306
1773352341,7310156.005817325,24594221.85088845,24595613.81953354,143187.329518888,145845.82205549,24595613.981493197
1773352342,7310199.946880877,24594265.78984832,24595657.75849342,143231.272398095,145889.761723144,24595657.920452747
1773352343,7310243.888201487,24594309.72900153,24595701.697658885,143275.212921141,145933.701738351,24595701.859605957
1773352344,7310287.83113322,24594353.668365642,24595745.637021936,143319.158062191,145977.63993252,24595745.79897007
1773352345,7310331.775477203,24594397.607933775,24595789.57661347,143363.098822496,146021.580291394,24595789.738527514
1773352346,7310375.718549507,24594441.547710694,24595833.516416494,143407.04120232,146065.519407918,24595833.67830779
1773352347,7310419.662220348,24594485.48769685,24595877.456429273,143450.985624407,146109.459804473,24595877.61830357
1773352348,7310463.604917658,24594529.427911066,24595921.39667809,143494.927353582,146153.399486756,24595921.558510263
1773352349,7310507.54969763,24594573.368345197,24595965.3371298,143538.872857971,146197.339180567,24595965.49893664
1773352350,7310551.493083994,24594617.308990244,24596009.277792424,143582.817371742,146241.279167033,24596009.439581685
1773352351,7310595.438170059,24594661.249850597,24596053.21865223,143626.762283123,146285.2197609,24596053.38043765
1773352352,7310639.382299174,24594705.190934017,24596097.15971807,143670.709019635,146329.161354967,24596097.321527753
1773352353,7310683.325424027,24594749.132263508,24596141.101029985,143714.654402588,146373.102953586,24596141.262857243
1773352354,7310727.270986797,24594793.073803917,24596185.042570394,143758.600780577,146417.04287221,24596185.204397652
1773352355,7310771.217528872,24594837.01557282,24596228.9843566,143802.546424554,146460.984919854,24596229.146151546
1773352356,7310815.161970222,24594880.957604624,24596272.926370554,143846.492256851,146504.923417566,24596273.088183083
1773352357,7310859.104494402,24594924.89989981,24596316.868645854,143890.436747253,146548.863852818,24596317.030495845
1773352358,7310903.052329976,24594968.842491034,24596360.81122458,143934.382819778,146592.80673229,24596360.973089363
1773352359,7310946.999384713,24595012.78540041,24596404.754113056,143978.328955927,146636.748431321,24596404.915998735
1773352360,7310990.944937677,24595056.728638977,24596448.697351076,144022.275704467,146680.691438513,24596448.859224495
1773352361,7311034.892580288,24595100.672232866,24596492.64096254,144066.222632421,146724.631131263,24596492.802798335
1773352362,7311078.838877558,24595144.616189137,24596536.58493584,144110.170079626,146768.572151543,24596536.74676135
1773352363,7311122.789209999,24595188.560530156,24596580.52927631,144154.116996589,146812.514560377,24596580.69112322
1773352364,7311166.737689644,24595232.50530849,24596624.474045947,144198.062796667,146856.458577126,24596624.63590501
1773352365,7311210.685650004,24595276.450526465,24596668.41923746,144242.009983478,146900.401884603,24596668.581096523
1773352366,7311254.63172695,24595320.396217126,24596712.36489242,144285.95947894,146944.34878366,24596712.526771903
1773352367,7311298.580262973,24595364.34236293,24596756.31103767,144329.909026984,146988.293275908,24596756.472929265
1773352368,7311342.531555446,24595408.28898147,24596800.25765566,144373.858446284,147032.239359364,24596800.419558413
1773352369,7311386.481304386,24595452.23608621,24596844.2047568,144417.808269751,147076.184224867,24596844.366674285
1773352370,7311430.430301645,24595496.183703963,24596888.152360026,144461.760274936,147120.130505853,24596888.31427768
1773352371,7311474.380356452,24595540.13184495,24596932.100520357,144505.712007736,147164.078536517,24596932.26241122
1773352372,7311518.330836454,24595584.080497153,24596976.0492054,144549.663842056,147208.024418973,24596976.21106111
1773352373,7311562.283052039,24595628.029674426,24597019.998400252,144593.616812899,147251.971382868,24597020.16022362
1773352374,7311606.235797802,24595671.979343563,24597063.948086422,144637.571925938,147295.91986571,24597064.109927393
1773352375,7311650.188928345,24595715.929573502,24597107.89828244,144681.52598727,147339.870090369,24597108.060124468
1773352376,7311694.142266845,24595759.88031363,24597151.8490032,144725.480281319,147383.82195152,24597152.010882176
1773352377,7311738.096859835,24595803.83159579,24597195.800284807,144769.433786421,147427.771188526,24597195.962149046
1773352378,7311782.052176207,24595847.783425044,24597239.752092123,144813.388793164,147471.722680358,24597239.913976792
1773352379,7311826.007824313,24595891.735777076,24597283.704425182,144857.344756044,147515.675086128,24597283.86634786
1773352380,7311869.963111439,24595935.688690025,24597327.65734278,144901.302753746,147559.62883263,24597327.819247875
1773352381,7311913.919213052,24595979.64214635,24597371.610798553,144945.256777664,147603.583909016,24597371.772706494
1773352382,7311957.877263617,24596023.59614607,24597415.56478779,144989.213696703,147647.538542674,24597415.726695735
1773352383,7312001.832518724,24596067.55068922,24597459.519340318,145033.173274725,147691.493239085,24597459.681236375
1773352384,7312045.791408022,24596111.505766932,24597503.474453196,145077.132086088,147735.447998171,24597503.636314087
1773352385,7312089.749498892,24596155.46138022,24597547.430075955,145121.091215979,147779.405696703,24597547.59192967
1773352386,7312133.709731868,24596199.417564835,24597591.38625734,145165.050919577,147823.364762959,24597591.54810634
1773352387,7312177.669620409,24596243.374283504,24597635.34298625,145209.009635504,147867.321254637,24597635.50481767
1773352388,7312221.629371736,24596287.331545725,24597679.300247923,145252.972551433,147911.277202482,24597679.462082185
1773352389,7312265.5899483,24596331.289351527,24597723.25803559,145296.934711892,147955.235631375,24597723.41990048
1773352390,7312309.550897677,24596375.247679,24597767.216345478,145340.894939513,147999.194063967,24597767.378217753
1773352391,7312353.512593218,24596419.206555188,24597811.175203532,145384.856745871,148043.150734324,24597811.337096237
1773352392,7312397.474895802,24596463.16597503,24597855.13460524,145428.819224343,148087.110421574,24597855.296513163
1773352393,7312441.437645073,24596507.125936344,24597899.094566554,145472.78208803,148131.070514173,24597899.25646211
1773352394,7312485.400288382,24596551.0864267,24597943.05505636,145516.748003799,148175.030400535,24597943.216954757
1773352395,7312529.363492482,24596595.04744237,24597987.01608989,145560.708592733,148218.991982981,24597987.177955966
1773352396,7312573.329076742,24596639.008968294,24598030.97763241,145604.673308595,148262.953483873,24598031.139500942
1773352397,7312617.293292994,24596682.97105527,24598074.93973552,145648.640936351,148306.917824603,24598075.101587918
1773352398,7312661.260451292,24596726.93368621,24598118.902333517,145692.608560325,148350.884227185,24598119.064203568
1773352399,7312705.226896224,24596770.89682763,24598162.86548844,145736.574998681,148394.847863548,24598163.027363054
1773352400,7312749.19339689,24596814.860529322,24598206.829156775,145780.54321335,148438.808414831,24598206.991048817
1773352401,7312793.160443889,24596858.82473973,24598250.793384217,145824.508194703,148482.774763052,24598250.955279265
1773352402,7312837.127447014,24596902.789515335,24598294.758173153,145868.474471041,148526.739058571,24598294.920053463
1773352403,7312881.095993528,24596946.754831787,24598338.723488446,145912.442734532,148570.704704124,24598338.88535603
1773352404,7312925.065161188,24596990.72068729,24598382.689335585,145956.412078153,148614.668817923,24598382.851216123
1773352405,7312969.036239911,24597034.687079016,24598426.655727904,146000.380763955,148658.634160497,24598426.817590263
1773352406,7313013.005961278,24597078.654021353,24598470.622669715,146044.355067366,148702.600692918,24598470.78452718
1773352407,7313056.976572393,24597122.621491384,24598514.590133663,146088.326021952,148746.568317737,24598514.75201815
1773352408,7313100.946839763,24597166.589528482,24598558.558152623,146132.29670407,148790.536687889,24598558.72004432
1773352409,7313144.920629057,24597210.55811745,24598602.526706412,146176.267188462,148834.506385,24598602.688645396
1773352410,7313188.891568596,24597254.527260896,24598646.49583172,146220.239335784,148878.474866329,24598646.65775542
1773352411,7313232.863596383,24597298.496948484,24598690.46550117,146264.213265557,148922.443836532,24598690.627433736
1773352412,7313276.835693055,24597342.467180245,24598734.43571479,146308.185364996,148966.415252598,24598734.597692456
1773352413,7313320.809770944,24597386.437983677,24598778.40651822,146352.158944591,149010.384818366,24598778.568488814
1773352414,7313364.785286976,24597430.40934675,24598822.37785595,146396.133421284,149054.355418719,24598822.539864566
1773352415,7313408.759929639,24597474.381292433,24598866.349790692,146440.109768326,149098.327997749,24598866.511784572
1773352416,7313452.735861669,24597518.353789598,24598910.32231681,146484.086136524,149142.299875147,24598910.484284032
1773352417,7313496.711564506,24597562.32684291,24598954.29539338,146528.063538973,149186.273282094,24598954.45734539
1773352418,7313540.688678581,24597606.300499544,24598998.269049462,146572.041055409,149230.246732687,24598998.430996273
1773352419,7313584.667581354,24597650.274713293,24599042.243267488,146616.018274558,149274.221661094,24599042.40521715
1773352420,7313628.645422882,24597694.24949429,24599086.218065083,146659.995461103,149318.193483692,24599086.37998241
1773352421,7313672.625393587,24597738.224854883,24599130.193421286,146703.975564274,149362.169527595,24599130.35532727
1773352422,7313716.605135872,24597782.200777497,24599174.16934335,146747.957089322,149406.140801717,24599174.331263524
1773352423,7313760.586272406,24597826.177262172,24599218.14582747,146791.935428833,149450.115977976,24599218.307768084
1773352424,7313804.567068344,24597870.154326525,24599262.12288911,146835.916342652,149494.090416645,24599262.28481714
1773352425,7313848.549381521,24597914.131950676,24599306.10053301,146879.897296061,149538.066775731,24599306.26244129
1773352426,7313892.529706715,24597958.110157266,24599350.07873905,146923.880052082,149582.046475628,24599350.240632586
1773352427,7313936.510627441,24598002.088908434,24599394.057488654,146967.863629966,149626.023026721,24599394.21938605
1773352428,7313980.49336688,24598046.06820421,24599438.036766645,147011.84652333,149670.002269329,24599438.19870171
1773352429,7314024.474823182,24598090.048096545,24599482.016607147,147055.828646841,149713.981934599,24599482.178594045
1773352430,7314068.459818051,24598134.028534736,24599525.997044493,147099.811177371,149757.963217703,24599526.15901694
1773352431,7314112.446342794,24598178.009535205,24599569.97804479,147143.795396959,149801.945599775,24599570.140019704
1773352432,7314156.432389633,24598221.991098132,24599613.95964252,147187.780205859,149845.9271755,24599614.12156718
1773352433,7314200.418178299,24598265.97320596,24599657.941749793,147231.766785136,149889.910423338,24599658.103675164
1773352434,7314244.403895213,24598309.95585855,24599701.924384236,147275.751477833,149933.8931291,24599702.086344603
1773352435,7314288.390515058,24598353.939057004,24599745.907565095,147319.736659688,149977.875549692,24599746.069529723
1773352436,7314332.376904938,24598397.92281708,24599789.891322706,147363.724358749,150021.859627832,24599790.053290874
1773352437,7314376.364762391,24598441.907121997,24599833.87562898,147407.71083002,150065.843158302,24599834.037598085
1773352438,7314420.354024809,24598485.891971778,24599877.86047821,147451.698223082,150109.8314065,24599878.02243257
1773352439,7314464.342523356,24598529.877348863,24599921.84589264,147495.685695688,150153.816392231,24599922.007811815
1773352440,7314508.330072661,24598573.863273278,24599965.83184953,147539.674289333,150197.801323338,24599965.993736364
1773352441,7314552.318566477,24598617.84974312,24600009.818333775,147583.664936299,150241.789923804,24600009.98020586
1773352442,7314596.310035369,24598661.836770244,24600053.805331223,147627.655476379,150285.775696987,24600053.967220902
1773352443,7314640.300805856,24598705.824330505,24600097.79288806,147671.645700609,150329.762952274,24600097.95478059
1773352444,7314684.292763621,24598749.81243292,24600141.78098992,147715.637632195,150373.749687681,24600141.942902893
1773352445,7314728.284633254,24598793.801080376,24600185.769584037,147759.629269237,150417.741823108,24600185.93153505
1773352446,7314772.277304565,24598837.790259007,24600229.758727476,147803.620624725,150461.732530926,24600229.92071368
1773352447,7314816.268336032,24598881.779979236,24600273.748394363,147847.61199099,150505.725834829,24600273.910436206
1773352448,7314860.26152384,24598925.770244587,24600317.73865916,147891.608207511,150549.716218356,24600317.900703855
1773352449,7314904.257189623,24598969.761024106,24600361.729456272,147935.601495821,150593.70615972,24600361.89148337
1773352450,7314948.249819596,24599013.752344754,24600405.720793962,147979.59701151,150637.695273457,24600405.882806312
1773352451,7314992.245705737,24599057.7442106,24600449.71265925,148023.591991133,150681.689905157,24600449.87465686
1773352452,7315036.240218252,24599101.73660408,24600493.705069773,148067.588544783,150725.684402281,24600493.867054973
1773352453,7315080.236560086,24599145.729529977,24600537.69799567,148111.581658866,150769.676348986,24600537.85997853
1773352454,7315124.232384204,24599189.72297892,24600581.691444058,148155.57679313,150813.667916161,24600581.85341475
1773352455,7315168.227613516,24599233.716950584,24600625.685402554,148199.572984864,150857.662109375,24600625.8473762
1773352456,7315212.22547208,24599277.711429827,24600669.679894414,148243.571322986,150901.654828946,24600669.84186816
1773352457,7315256.222282829,24599321.70644446,24600713.67490849,148287.571959031,150945.652465303,24600713.836882304
1773352458,7315300.221897605,24599365.70197452,24600757.670438547,148331.571224896,150989.643361321,24600757.832412362
1773352459,7315344.221717705,24599409.69800961,24600801.666473083,148375.570518461,151033.637523538,24600801.828435168
1773352460,7315388.222423624,24599453.694572523,24600845.663035445,148419.570950822,151077.631727148,24600845.82499736
1773352461,7315432.224089685,24599497.691615924,24600889.66010806,148463.571390859,151121.627682233,24600889.822058357
1773352462,7315476.223606857,24599541.689193945,24600933.65767938,148507.57196163,151165.624654593,24600933.81964097
1773352463,7315520.225048407,24599585.687275607,24600977.655737415,148551.572658299,151209.62372422,24600977.817722633
1773352464,7315564.225529368,24599629.685862124,24601021.654288176,148595.573937837,151253.619623372,24601021.81627948
1773352465,7315608.229115685,24599673.68493488,24601065.653355394,148639.578082915,151297.616244477,24601065.81536106
1773352466,7315652.231199831,24599717.684489343,24601109.652897798,148683.578093092,151341.614571051,24601109.81493541
1773352467,7315696.235856363,24599761.68453659,24601153.65296209,148727.58170809,151385.612972478,24601153.81497061
1773352468,7315740.23967684,24599805.68507665,24601197.65350769,148771.586805372,151429.612254954,24601197.815512963
1773352469,7315784.244036407,24599849.68607987,24601241.654522415,148815.590547439,151473.614499384,24601241.81649858
1773352470,7315828.249603999,24599893.687570404,24601285.65599479,148859.595771648,151517.617276344,24601285.81799141
1773352471,7315872.251887706,24599937.689518612,24601329.657930866,148903.601615714,151561.615791974,24601329.819927484
1773352472,7315916.256517683,24599981.691929948,24601373.6603478,148947.607523191,151605.619510135,24601373.82235325
1773352473,7315960.263286683,24600025.69481114,24601417.663234413,148991.614313625,151649.621501743,24601417.825236738
1773352474,7316004.270295008,24600069.698155385,24601461.66657866,149035.620173185,151693.625305893,24601461.82856338
1773352475,7316048.275668444,24600113.70196962,24601505.670374736,149079.627536921,151737.626997536,24601505.832362313
1773352476,7316092.283662478,24600157.706211604,24601549.674616724,149123.63226624,151781.630333756,24601549.836619023
1773352477,7316136.291756134,24600201.710888546,24601593.679275505,149167.640126043,151825.633560921,24601593.841318734
1773352478,7316180.301130361,24600245.716045905,24601637.684427314,149211.648928867,151869.638343574,24601637.846473396
1773352479,7316224.311243708,24600289.721638415,24601681.69001936,149255.657494454,151913.644328264,24601681.852050696
1773352480,7316268.320229565,24600333.727671184,24601725.696057033,149299.666402633,151957.649896138,24601725.858088367
1773352481,7316312.329008749,24600377.734148916,24601769.702552367,149343.675515809,152001.658893308,24601769.864548493
1773352482,7316356.338291992,24600421.74103151,24601813.709447447,149387.686767346,152045.666737083,24601813.871446427
1773352483,7316400.349494736,24600465.748367336,24601857.71680045,149431.698364638,152089.674721059,24601857.87880228
1773352484,7316444.360340851,24600509.7561435,24601901.724563442,149475.708226221,152133.680430342,24601901.886545673
1773352485,7316488.37046623,24600553.764342424,24601945.732766513,149519.718794557,152177.689296464,24601945.894733135
1773352486,7316532.381652378,24600597.772950515,24601989.74140511,149563.730417789,152221.700776313,24601989.90335698
1773352487,7316576.393281572,24600641.781998698,24602033.7504665,149607.743485915,152265.709274903,24602033.91240362
1773352488,7316620.407746479,24600685.791448087,24602077.759919725,149651.756756281,152309.718004224,24602077.921873074
1773352489,7316664.418847061,24600729.80133791,24602121.769808996,149695.770402324,152353.727911399,24602121.931731362
1773352490,7316708.431159867,24600773.81165059,24602165.780107386,149739.785243997,152397.738769187,24602165.94202975
1773352491,7316752.4472299,24600817.82235406,24602209.79082459,149783.798482635,152441.751390845,24602209.952749807
1773352492,7316796.46253653,24600861.833477106,24602253.801950566,149827.812806928,152485.758877485,24602253.96385818
1773352493,7316840.478760672,24600905.84499058,24602297.813442953,149871.828990457,152529.770988469,24602297.975388624
1773352494,7316884.492500528,24600949.856924053,24602341.82534066,149915.842758548,152573.781985598,24602341.987306785
1773352495,7316928.507553083,24600993.869247563,24602385.837628957,149959.859482303,152617.793699706,24602385.999647893
1773352496,7316972.522103484,24601037.881975986,24602429.85033714,150003.877943119,152661.806134667,24602430.012376323
1773352497,7317016.540610969,24601081.89512324,24602473.86345311,150047.896226249,152705.817573752,24602474.025510114
1773352498,7317060.557525396,24601125.908642758,24602517.876954224,150091.914335018,152749.831798736,24602518.039031003
1773352499,7317104.572442456,24601169.92253521,24602561.89084507,150135.930187517,152793.847986477,24602562.05290493
1773352500,7317148.591484566,24601213.936829872,24602605.905174386,150179.949351038,152837.861682078,24602606.067201886
1773352501,7317192.610311856,24601257.95151323,24602649.919892956,150223.969255692,152881.875061624,24602650.08190285
1773352502,7317236.629230498,24601301.96658392,24602693.934998855,150267.986249274,152925.889387777,24602694.09697354
1773352503,7317280.646606215,24601345.98204162,24602737.950473607,150312.003592561,152969.905804884,24602738.11241593
1773352504,7317324.664541805,24601389.997851998,24602781.966318645,150356.021606297,153013.921751223,24602782.128226347
1773352505,7317368.682931554,24601434.014050037,24602825.98253429,150400.042825949,153057.935804208,24602826.1444241
1773352506,7317412.703009174,24601478.030617815,24602869.999084458,150444.065226196,153101.950883187,24602870.160994418
1773352507,7317456.723053629,24601522.047556166,24602914.016004648,150488.086226933,153145.969850662,24602914.177935068
1773352508,7317500.744532488,24601566.064863723,24602958.033312794,150532.105481888,153189.987745832,24602958.195242625
1773352509,7317544.765089091,24601610.08252487,24603002.050972797,150576.127880975,153234.005652603,24603002.212888457
1773352510,7317588.784884335,24601654.100556396,24603046.06902016,150620.149402215,153278.022728873,24603046.230935823
1773352511,7317632.806784972,24601698.118973836,24603090.087419666,150664.171402415,153322.038066731,24603090.24933972
1773352512,7317676.827998451,24601742.137743425,24603134.10615745,150708.193721057,153366.05610439,24603134.268109307
1773352513,7317720.849491143,24601786.15686516,24603178.125261918,150752.215997324,153410.071993239,24603178.287236102
1773352514,7317764.871158621,24601830.176342156,24603222.144753754,150796.23955417,153454.090192074,24603222.306692727
1773352515,7317808.893841467,24601874.19615439,24603266.16458014,150840.264041283,153498.109225053,24603266.32652486
1773352516,7317852.918292941,24601918.216350894,24603310.184779547,150884.289723905,153542.12798746,24603310.34670376
1773352517,7317896.940722739,24601962.236886125,24603354.205328215,150928.313543501,153586.1480862,24603354.36725243
1773352518,7317940.96530774,24602006.257787324,24603398.22623303,150972.338123668,153630.168054504,24603398.388142485
1773352519,7317984.990067275,24602050.279028,24603442.247473147,151016.364006271,153674.186595288,24603442.409378245
1773352520,7318029.015499234,24602094.300616305,24603486.269061454,151060.389611991,153718.206625827,24603486.430973765
1773352521,7318073.039735915,24602138.322556786,24603530.291019548,151104.413035821,153762.225506593,24603530.45292222
1773352522,7318117.06326394,24602182.344855517,24603574.31333533,151148.439910535,153806.246525882,24603574.47522451
1773352523,7318161.089742009,24602226.367518358,24603618.33601578,151192.468239852,153850.270476358,24603618.49787811
1773352524,7318205.115820801,24602270.390522648,24603662.35901951,151236.496927005,153894.293267369,24603662.520867083
1773352525,7318249.144024659,24602314.413897548,24603706.382404733,151280.526989662,153938.319094239,24603706.544234697
1773352526,7318293.169801352,24602358.437600154,24603750.406131685,151324.553831795,153982.342313788,24603750.567954496
1773352527,7318337.198140452,24602402.461664435,24603794.430221707,151368.579961261,154026.365254909,24603794.5920193
1773352528,7318381.225951295,24602446.48607051,24603838.45466392,151412.606783123,154070.391160416,24603838.61643715
1773352529,7318425.254094031,24602490.510821138,24603882.47941394,151456.636160321,154114.41551627,24603882.641161554
1773352530,7318469.282252668,24602534.53590674,24603926.504490543,151500.665011096,154158.441894462,24603926.66624989
1773352531,7318513.312377833,24602578.561327815,24603970.52987585,151544.694839732,154202.468257462,24603970.691679142
1773352532,7318557.341210446,24602622.587091662,24604014.555622082,151588.724052907,154246.494752782,24604014.717442986
1773352533,7318601.370478639,24602666.613200903,24604058.581730768,151632.752963557,154290.523092369,24604058.743541427
1773352534,7318645.402609982,24602710.639634404,24604102.608199492,151676.784839999,154334.550369026,24604102.769970413
1773352535,7318689.432496697,24602754.666414242,24604146.63499639,151720.816503743,154378.577374243,24604146.796738517
1773352536,7318733.462260661,24602798.693517424,24604190.662099574,151764.845873402,154422.604501268,24604190.82385573
1773352537,7318777.492883064,24602842.72093269,24604234.68951975,151808.87817554,154466.632362266,24604234.85127591
1773352538,7318821.52383301,24602886.748687964,24604278.717274535,151852.908173509,154510.660060949,24604278.879013084
1773352539,7318865.555040862,24602930.776777852,24604322.745359447,151896.938155044,154554.687145524,24604322.90710084
1773352540,7318909.585997358,24602974.80518131,24604366.77376235,151940.969742334,154598.714929736,24604366.935506597
1773352541,7318953.61708086,24603018.833905708,24604410.802486748,151985.000211364,154642.74450472,24604410.964230992
1773352542,7318997.649308553,24603062.8629295,24604454.83149293,152029.030366013,154686.773347657,24604454.99327228
1773352543,7319041.681467521,24603106.892286018,24604498.86084889,152073.063444534,154730.799587905,24604499.022613596
1773352544,7319085.713968685,24603150.92194297,24604542.89048768,152117.096997447,154774.828466768,24604543.052255236
1773352545,7319129.747644624,24603194.951902077,24604586.92046355,152161.130391138,154818.858332746,24604587.082231108
1773352546,7319173.781123968,24603238.98217651,24604630.950774055,152205.162727209,154862.890748309,24604631.112506382
1773352547,7319217.815152689,24603283.01273403,24604674.98134841,152249.197206419,154906.921703297,24604675.14308107
1773352548,7319261.850550418,24603327.04360844,24604719.012223043,152293.229814211,154950.950868172,24604719.173937548
1773352549,7319305.883235589,24603371.074783802,24604763.043414705,152337.265880985,154994.981474307,24604763.205114655
1773352550,7319349.917877715,24603415.106257815,24604807.07488948,152381.300496689,155039.01285596,24604807.23657467
1773352551,7319393.952281975,24603459.13801363,24604851.10666291,152425.338213015,155083.04568519,24604851.268330485
1773352552,7319437.987899177,24603503.170068868,24604895.138718143,152469.376319081,155127.07750709,24604895.30038572
1773352553,7319482.024202924,24603547.20238829,24604939.17103757,152513.40977139,155171.110197108,24604939.33269339
1773352554,7319526.057770574,24603591.23499366,24604983.20367761,152557.446681817,155215.140335424,24604983.365301628
